	Mean_cyto	Mean_total	log2FoldChange	lfcSE	pvalue	padj
FBgn0035346	1782.549372	2862.973992	-0.680928061	0.095735382	1.13872E-12	3.81912E-12
FBgn0034258	6943.377	10887.0064	-0.643534741	0.090479767	1.13983E-12	3.82183E-12
FBgn0030485	222.0470101	103.0574322	1.087281557	0.152884545	1.14554E-12	3.83993E-12
FBgn0039537	1520.5659	853.3540646	0.832106045	0.117074773	1.18185E-12	3.96058E-12
FBgn0033942	788.0358474	401.6350394	0.966896655	0.136101751	1.21005E-12	4.05399E-12
FBgn0052625	92.00614631	30.33933751	1.573297581	0.22151629	1.22608E-12	4.10658E-12
FBgn0029801	337.5019999	188.7781001	0.826975796	0.116477234	1.24854E-12	4.18071E-12
FBgn0030137	155.818006	55.38133038	1.456257351	0.20514439	1.25941E-12	4.21596E-12
FBgn0026374	108.8966483	241.2699697	-1.129006151	0.159054861	1.26375E-12	4.22936E-12
FBgn0026409	9551.907771	5081.598244	0.90241942	0.12715461	1.27471E-12	4.26489E-12
FBgn0041702	511.2709775	319.285409	0.679911993	0.095804378	1.27607E-12	4.26828E-12
FBgn0000395	652.7223046	1221.278729	-0.891456789	0.125620775	1.28037E-12	4.28154E-12
FBgn0263975	169.39675	54.89975359	1.577415217	0.22236892	1.30587E-12	4.36561E-12
FBgn0003935	100.6320874	35.15510537	1.500642434	0.211572083	1.31408E-12	4.39188E-12
FBgn0039129	130.947313	39.48929644	1.696273002	0.239187103	1.32355E-12	4.42236E-12
FBgn0003716	503.7055059	953.522036	-0.916255421	0.129212164	1.33057E-12	4.44463E-12
FBgn0030432	186.429437	90.05485896	1.028374312	0.145237022	1.43467E-12	4.79108E-12
FBgn0004462	155.960191	299.059184	-0.925521914	0.130867732	1.52504E-12	5.09149E-12
FBgn0026576	633.681195	894.7696681	-0.497436091	0.070343849	1.53275E-12	5.11586E-12
FBgn0024191	79.35752233	244.6410072	-1.571330564	0.222228901	1.54071E-12	5.14105E-12
FBgn0004133	5171.384982	3556.92614	0.535487228	0.075743293	1.55197E-12	5.17725E-12
FBgn0031304	718.0448595	1008.42179	-0.486299693	0.068786693	1.55295E-12	5.17913E-12
FBgn0033051	577.7191767	1004.569175	-0.794990046	0.112490132	1.58093E-12	5.27104E-12
FBgn0034084	436.4397031	277.8698054	0.651138448	0.092175579	1.61648E-12	5.38814E-12
FBgn0082980	33.35444918	130.9888858	-1.860473757	0.263541199	1.67082E-12	5.56775E-12
FBgn0085438	132.5113476	48.63925537	1.399137273	0.198266536	1.70319E-12	5.67411E-12
FBgn0036289	129.5372988	53.45502323	1.234788806	0.174996196	1.71254E-12	5.70373E-12
FBgn0051150	404.9869978	754.1492467	-0.89247186	0.126516678	1.73617E-12	5.7809E-12
FBgn0030030	524.8082174	273.0540376	0.924618683	0.131123556	1.7699E-12	5.89164E-12
FBgn0011708	987.7893269	715.141527	0.465359166	0.066000038	1.77774E-12	5.91615E-12
FBgn0031219	52.99980486	155.0677251	-1.505893676	0.213595661	1.78652E-12	5.94376E-12
FBgn0033636	2092.662853	2967.957731	-0.505461593	0.071723194	1.823E-12	6.06352E-12
FBgn0050344	185.357132	342.4010948	-0.871763624	0.12374862	1.85951E-12	6.18331E-12
FBgn0085279	266.4978841	141.583575	0.90480239	0.128447309	1.86594E-12	6.20305E-12
FBgn0037578	323.8047418	513.3608537	-0.664961689	0.094412123	1.879E-12	6.24478E-12
FBgn0263039	1795.577209	3818.422335	-1.073778103	0.152517174	1.91723E-12	6.37016E-12
FBgn0029959	120.3426178	248.4936215	-1.025702431	0.145804028	1.99544E-12	6.62826E-12
FBgn0053523	1777.063335	1227.539227	0.528973546	0.07526982	2.09969E-12	6.97268E-12
FBgn0001276	452.9391565	227.7858197	0.980631635	0.139633548	2.17319E-12	7.21482E-12
FBgn0027609	659.1739672	384.7798519	0.773058155	0.11010473	2.20102E-12	7.30527E-12
FBgn0031664	587.3167417	395.856118	0.567453615	0.080898593	2.30968E-12	7.66388E-12
FBgn0035587	501.4660527	236.9357786	1.067765049	0.152229404	2.31295E-12	7.67268E-12
FBgn0004837	143.8803069	324.5827537	-1.158702316	0.165227311	2.33633E-12	7.7482E-12
FBgn0033117	240.3475264	128.099425	0.894605077	0.12757418	2.34213E-12	7.76536E-12
FBgn0082954	70.52422152	194.0754447	-1.395340679	0.199025866	2.36873E-12	7.85146E-12
FBgn0027094	2475.883556	3872.358935	-0.642693781	0.091699571	2.40561E-12	7.9716E-12
FBgn0001078	761.5892843	1325.299315	-0.794010559	0.113334951	2.45446E-12	8.1313E-12
FBgn0037884	291.7951321	475.7978644	-0.707305562	0.101055943	2.57523E-12	8.52911E-12
FBgn0034380	204.5877682	388.1508894	-0.919124431	0.131328634	2.58423E-12	8.55664E-12
FBgn0010225	398.3398108	610.1577877	-0.606164197	0.086614743	2.58911E-12	8.57054E-12
FBgn0037296	84.51768493	26.96830001	1.59479401	0.228044069	2.68382E-12	8.88169E-12
FBgn0032725	2044.378823	743.0729806	1.450173642	0.207367095	2.68556E-12	8.88509E-12
FBgn0262166	248.7542723	418.9718037	-0.750435904	0.107339926	2.72527E-12	9.01406E-12
FBgn0082974	44.94260364	137.7309608	-1.543389138	0.220780025	2.73675E-12	9.04965E-12
FBgn0263097	256.7226279	143.5098822	0.831791994	0.118999337	2.75106E-12	9.09457E-12
FBgn0025676	87.41472355	200.8175197	-1.180590707	0.168911987	2.76096E-12	9.12487E-12
FBgn0039188	528.0311299	353.4773608	0.576093978	0.082441975	2.79087E-12	9.22125E-12
FBgn0028360	561.0360344	375.629893	0.572122771	0.081878557	2.79916E-12	9.24621E-12
FBgn0034628	222.3847194	395.3745412	-0.818868273	0.117204475	2.815E-12	9.29605E-12
FBgn0004687	6301.063867	4289.886009	0.552615438	0.079096627	2.81655E-12	9.2987E-12
FBgn0037792	111.5863272	230.6752804	-1.041857023	0.149203072	2.89329E-12	9.54955E-12
FBgn0038268	97.65803858	216.7095536	-1.124457773	0.161039779	2.90005E-12	9.56931E-12
FBgn0261067	411.7645344	242.2331233	0.770347852	0.110425146	3.03272E-12	1.00044E-11
FBgn0262169	534.9390161	780.1543931	-0.536354591	0.076891133	3.04771E-12	1.00512E-11
FBgn0038735	143.6611117	276.9066519	-0.929837478	0.133428369	3.19624E-12	1.05383E-11
FBgn0034073	128.5538394	300.9854912	-1.226629724	0.176021038	3.19987E-12	1.05475E-11
FBgn0002775	173.135063	313.5064876	-0.849665911	0.122069973	3.39109E-12	1.11748E-11
FBgn0020251	716.9073798	1134.113331	-0.653903733	0.093983557	3.46021E-12	1.13996E-11
FBgn0051687	649.6949164	920.7748146	-0.495085595	0.07116162	3.47103E-12	1.14322E-11
FBgn0032217	500.2752337	1507.33534	-1.534859068	0.220779712	3.60161E-12	1.18591E-11
FBgn0034804	58.36732721	12.03941965	2.080174797	0.299314166	3.65794E-12	1.20414E-11
FBgn0010053	491.8684877	856.7251021	-0.793218278	0.114150882	3.68255E-12	1.21192E-11
FBgn0036305	570.2188799	938.5931557	-0.71488742	0.102893983	3.71011E-12	1.22067E-11
FBgn0032378	738.9935507	1066.211004	-0.532894814	0.076779341	3.90434E-12	1.28424E-11
FBgn0041147	248.8312825	431.4928001	-0.796828755	0.11488834	4.04272E-12	1.3294E-11
FBgn0022361	592.1273596	1384.051683	-1.197829805	0.172786967	4.13736E-12	1.36017E-11
FBgn0264307	156.0253658	308.209143	-0.962437391	0.138879808	4.20834E-12	1.38314E-11
FBgn0037612	761.1508941	450.2742948	0.751972785	0.10852438	4.23623E-12	1.39194E-11
FBgn0001229	134.7626361	54.89975359	1.276859268	0.184315324	4.28099E-12	1.40627E-11
FBgn0037102	400.3304003	252.3462358	0.666296243	0.096226199	4.38227E-12	1.43916E-11
FBgn0264078	314.325691	531.1791948	-0.749906574	0.108302934	4.38578E-12	1.43994E-11
FBgn0036893	409.6672662	220.0805911	0.889014262	0.128444498	4.47238E-12	1.46798E-11
FBgn0004655	862.9501297	1437.988283	-0.734432691	0.106186427	4.63115E-12	1.51969E-11
FBgn0037855	147.837815	275.9434983	-0.898203369	0.129886956	4.66973E-12	1.53195E-11
FBgn0015282	1040.013032	1866.110045	-0.830620182	0.12020417	4.84388E-12	1.58866E-11
FBgn0002174	2052.815237	1500.593265	0.45204446	0.065435378	4.90642E-12	1.60875E-11
FBgn0034230	504.3630913	813.8647681	-0.690868495	0.100010268	4.91618E-12	1.61153E-11
FBgn0036198	519.0023048	228.7489733	1.157681173	0.167611949	4.95313E-12	1.62321E-11
FBgn0039647	38.51461178	4.815767859	2.816396437	0.407789635	4.9678E-12	1.62759E-11
FBgn0034598	691.7523168	1003.606022	-0.533268262	0.077216428	4.97982E-12	1.6311E-11
FBgn0085810	22.40020934	103.539009	-2.063149493	0.299072502	5.25572E-12	1.72102E-11
FBgn0086909	306.4225101	516.2503145	-0.750737118	0.108840149	5.2884E-12	1.73127E-11
FBgn0035392	393.3099978	185.8886393	1.068302132	0.154895435	5.31404E-12	1.7392E-11
FBgn0016970	168.2592703	79.46016967	1.073641669	0.155734983	5.42335E-12	1.77451E-11
FBgn0027080	1304.579504	618.3445931	1.057046582	0.153341255	5.44645E-12	1.7816E-11
FBgn0029659	41.4116504	6.742075002	2.356158002	0.341817829	5.46192E-12	1.7862E-11
FBgn0053635	732.399703	396.8192716	0.879574199	0.127655821	5.57138E-12	1.82151E-11
FBgn0033221	148.0451747	65.01286609	1.183684714	0.171813997	5.60526E-12	1.83211E-11
FBgn0035388	600.4689307	847.0935663	-0.497396027	0.072262378	5.85249E-12	1.91242E-11
FBgn0040602	449.4497072	290.8723787	0.625849419	0.090925824	5.85735E-12	1.9135E-11
FBgn0023177	1327.6848	2125.679933	-0.674468821	0.098010258	5.91779E-12	1.93274E-11
FBgn0031327	278.2282235	530.2160412	-0.918980632	0.133594537	6.03254E-12	1.9697E-11
FBgn0033309	1038.922894	594.2657538	0.798131613	0.116076535	6.15961E-12	2.01067E-11
FBgn0038465	734.7516726	1423.059402	-0.937636625	0.136368504	6.16618E-12	2.01228E-11
FBgn0003660	1368.006313	1823.731288	-0.416263675	0.060580148	6.36246E-12	2.07579E-11
FBgn0031484	596.7424532	376.1114698	0.656894495	0.095635085	6.47621E-12	2.11235E-11
FBgn0033903	275.0349796	155.5493018	0.815678291	0.118804133	6.61475E-12	2.15697E-11
FBgn0038108	938.95439	1360.935997	-0.535763708	0.078061882	6.72781E-12	2.19327E-11
FBgn0033087	120.1352581	242.7147001	-1.003750114	0.146309834	6.86479E-12	2.23734E-11
FBgn0003401	403.8731889	604.8604431	-0.584087337	0.08515671	6.93587E-12	2.25992E-11
FBgn0033962	228.332817	116.0600054	0.966078149	0.140895204	7.04624E-12	2.29528E-11
FBgn0028292	364.5824776	566.815877	-0.637861693	0.093039663	7.09126E-12	2.30934E-11
FBgn0031607	263.5119999	484.9478234	-0.865248283	0.12634495	7.4732E-12	2.43309E-11
FBgn0259171	1747.856081	953.522036	0.862350475	0.125974788	7.62512E-12	2.4819E-11
FBgn0051523	911.6250486	1452.917163	-0.670243596	0.097916534	7.6449E-12	2.48769E-11
FBgn0038721	248.2507072	465.2031752	-0.895451352	0.130867733	7.78691E-12	2.53323E-11
FBgn0039163	1023.61426	704.5468377	0.539344027	0.078921479	8.26181E-12	2.68703E-11
FBgn0013688	83.44538002	564.8895698	-2.36616402	0.346281053	8.31141E-12	2.70246E-11
FBgn0052595	555.3841421	312.543334	0.827715961	0.121150413	8.36601E-12	2.7195E-11
FBgn0037717	557.3510608	355.403668	0.645728457	0.094545922	8.50411E-12	2.76367E-11
FBgn0036549	377.142256	210.9306322	0.836960952	0.122603295	8.69641E-12	2.82542E-11
FBgn0030228	327.2586849	193.5938679	0.745385416	0.109192954	8.7124E-12	2.82988E-11
FBgn0010316	139.2888841	269.6830001	-0.949913929	0.139267532	9.05442E-12	2.94021E-11
FBgn0027091	728.2348352	1088.845113	-0.578302788	0.08479822	9.11981E-12	2.96067E-11
FBgn0028956	63.74668495	184.9254858	-1.507422696	0.221129778	9.30169E-12	3.01893E-11
FBgn0003360	21903.99509	11338.24385	0.945373678	0.138701784	9.36934E-12	3.04009E-11
FBgn0039639	131.2968577	45.26821787	1.513327969	0.222105592	9.5218E-12	3.08876E-11
FBgn0083956	38.86415648	126.1731179	-1.626136384	0.238860491	9.90393E-12	3.21188E-11
FBgn0032210	183.9589532	598.1183681	-1.634783043	0.240272189	1.01839E-11	3.30181E-11
FBgn0010470	2348.22417	1369.604379	0.771514245	0.113452308	1.04373E-11	3.38309E-11
FBgn0082976	31.02615041	115.5784286	-1.81803116	0.267481224	1.06927E-11	3.46499E-11
FBgn0031684	916.9155607	562.4816859	0.706047656	0.10388274	1.0713E-11	3.47064E-11
FBgn0027546	1227.384425	1638.324226	-0.41947993	0.061747352	1.09454E-11	3.54502E-11
FBgn0037106	244.4472195	132.9151929	0.861936065	0.126887954	1.09908E-11	3.55881E-11
FBgn0003741	269.1757276	105.9468929	1.307863804	0.192757551	1.16071E-11	3.75737E-11
FBgn0025678	2485.569967	3877.65628	-0.634990044	0.093605642	1.17159E-11	3.79161E-11
FBgn0034091	422.9498048	1075.360963	-1.312401348	0.193475363	1.17462E-11	3.80043E-11
FBgn0003511	409.590256	233.0831644	0.80433242	0.118577786	1.17573E-11	3.80305E-11
FBgn0024994	962.30839	1338.301888	-0.478336274	0.070591691	1.23464E-11	3.99257E-11
FBgn0038870	577.7073413	862.9856003	-0.577585791	0.08527495	1.25949E-11	4.07187E-11
FBgn0032513	864.8340404	614.010402	0.492482904	0.072723686	1.27037E-11	4.10597E-11
FBgn0264517	40.49336584	7.223651788	2.320044196	0.342978009	1.33853E-11	4.32514E-11
FBgn0033075	710.2186888	463.7584448	0.608083515	0.089922263	1.35795E-11	4.38677E-11
FBgn0260779	571.0838251	287.5013412	0.979840456	0.144916816	1.36665E-11	4.41373E-11
FBgn0003022	3878.103265	2676.603776	0.533103916	0.078867563	1.38485E-11	4.47136E-11
FBgn0022774	2921.742973	1738.01062	0.746642305	0.110543464	1.43539E-11	4.63333E-11
FBgn0085370	1603.57289	1220.315575	0.394169957	0.058366474	1.44457E-11	4.66176E-11
FBgn0036735	1446.587735	2608.219872	-0.846538483	0.125382894	1.46197E-11	4.71667E-11
FBgn0039118	140.7759085	62.12340538	1.153395657	0.170856196	1.47153E-11	4.74629E-11
FBgn0002773	59.64699186	11.55784286	2.175757921	0.322421165	1.49705E-11	4.82736E-11
FBgn0003330	513.3800811	339.511634	0.600883574	0.089048641	1.5009E-11	4.83853E-11
FBgn0024248	225.423943	755.593977	-1.663250079	0.24651146	1.50776E-11	4.85938E-11
FBgn0035404	1164.970744	650.1286609	0.838206131	0.124239276	1.51237E-11	4.87298E-11
FBgn0000316	24.0294187	103.0574322	-2.005163923	0.297316648	1.53869E-11	4.9565E-11
FBgn0033015	636.447884	1201.052504	-0.908671639	0.134782199	1.5646E-11	5.03867E-11
FBgn0039726	425.005569	201.7806733	1.060638635	0.157416764	1.60831E-11	5.17809E-11
FBgn0052091	130.1060386	268.2382697	-1.041763777	0.154627931	1.61436E-11	5.19621E-11
FBgn0261004	307.9747093	555.2580341	-0.845189959	0.12548728	1.63633E-11	5.26556E-11
FBgn0039427	389.4531706	767.6333967	-0.96501386	0.143366504	1.68389E-11	5.41721E-11
FBgn0036537	2392.100467	865.875061	1.445536255	0.214792526	1.69758E-11	5.45985E-11
FBgn0261274	1425.65088	975.1929914	0.545753832	0.081170248	1.77325E-11	5.70177E-11
FBgn0032997	425.3551137	978.5640289	-1.171448735	0.174340459	1.82579E-11	5.86918E-11
FBgn0013759	1359.214516	1723.563317	-0.341551695	0.050853714	1.86324E-11	5.98803E-11
FBgn0259212	1320.611058	1853.589049	-0.487534886	0.072593159	1.86794E-11	6.00159E-11
FBgn0035877	157.8085955	352.995784	-1.148424582	0.171006704	1.87204E-11	6.01321E-11
FBgn0030766	341.3291585	645.7944699	-0.913976041	0.136233682	1.96118E-11	6.2979E-11
FBgn0052666	351.1340832	566.3343002	-0.679792847	0.101375021	2.00411E-11	6.43411E-11
FBgn0038608	156.5289308	395.3745412	-1.294870841	0.193131774	2.01962E-11	6.48224E-11
FBgn0031601	301.0549877	172.4044893	0.795611924	0.118711117	2.05467E-11	6.59305E-11
FBgn0038327	623.9177742	381.4088144	0.708728329	0.105801026	2.10295E-11	6.74623E-11
FBgn0031351	376.7808759	185.8886393	1.021684009	0.152524271	2.10568E-11	6.75324E-11
FBgn0054015	141.9667276	52.49186966	1.410633047	0.210613033	2.11656E-11	6.78638E-11
FBgn0034688	447.5361279	291.8355322	0.615182861	0.09189161	2.16177E-11	6.92957E-11
FBgn0053099	127.5585447	51.52871609	1.274833898	0.190464332	2.18201E-11	6.99265E-11
FBgn0020510	1090.500849	1449.546125	-0.41491527	0.06199199	2.18572E-11	7.00272E-11
FBgn0260440	21.62410975	94.38905003	-2.013511022	0.300903113	2.20805E-11	7.07246E-11
FBgn0029608	397.9132559	230.1937036	0.787573582	0.117736082	2.2422E-11	7.17999E-11
FBgn0034182	208.1838963	69.82863395	1.506004978	0.225244892	2.2923E-11	7.33855E-11
FBgn0020305	584.9884429	392.0035037	0.575986969	0.086155426	2.30231E-11	7.3687E-11
FBgn0016701	494.7951949	718.5125645	-0.528093266	0.07900975	2.32666E-11	7.4447E-11
FBgn0031893	209.5820751	503.2477412	-1.224712393	0.183262203	2.34352E-11	7.49673E-11
FBgn0259178	79.0731524	182.9991786	-1.181970957	0.176903534	2.366E-11	7.56671E-11
FBgn0037716	94.41145526	218.154284	-1.187957508	0.177909354	2.43353E-11	7.78068E-11
FBgn0038183	126.7054349	248.9751983	-0.957158798	0.143368486	2.45193E-11	7.83749E-11
FBgn0004449	3410.690911	5730.763752	-0.747159616	0.111948234	2.48664E-11	7.94642E-11
FBgn0263316	1233.90726	1642.17684	-0.408572895	0.061294485	2.63341E-11	8.41328E-11
FBgn0264618	445.776569	245.122584	0.854762974	0.128234102	2.63506E-11	8.41639E-11
FBgn0024291	416.7943474	625.5682448	-0.584519258	0.087738626	2.70031E-11	8.62259E-11
FBgn0033179	2065.884418	1127.852833	0.865794458	0.130079047	2.81552E-11	8.98818E-11
FBgn0083046	225.8386625	114.615275	1.001047668	0.150406061	2.82082E-11	9.00278E-11
FBgn0034918	624.6168636	412.2297287	0.60269295	0.090565927	2.83796E-11	9.05517E-11
FBgn0000032	372.2782987	615.9367091	-0.720178149	0.108348833	2.99437E-11	9.5518E-11
FBgn0259735	1038.579347	1563.679824	-0.589880878	0.088827052	3.12028E-11	9.95089E-11
FBgn0037370	1142.789729	634.236627	0.843372138	0.127076524	3.20726E-11	1.02257E-10
FBgn0260648	279.5612276	165.6624143	0.75182678	0.113289822	3.21625E-11	1.02517E-10
FBgn0001206	218.8656016	371.2957019	-0.768536311	0.115821412	3.23341E-11	1.03038E-10
FBgn0036240	362.2423434	552.3685734	-0.606123558	0.091351706	3.24382E-11	1.03343E-10
FBgn0034308	376.312817	692.9889949	-0.878359319	0.132389063	3.25203E-11	1.03578E-10
FBgn0039875	190.3751097	328.9169447	-0.779899612	0.117559564	3.26532E-11	1.03975E-10
FBgn0083050	56.10420322	149.2888036	-1.340148861	0.20212108	3.34719E-11	1.06555E-10
FBgn0040837	950.4773696	566.815877	0.737246923	0.111205165	3.36574E-11	1.07118E-10
FBgn0035849	338.6394796	513.8424305	-0.598840237	0.090369513	3.43568E-11	1.09315E-10
FBgn0052669	6.854546745	67.90232681	-2.902360629	0.438433558	3.59584E-11	1.14382E-10
FBgn0027594	3199.266269	4514.782368	-0.494470077	0.074721922	3.65398E-11	1.16202E-10
FBgn0036273	136.4570203	285.0934572	-1.047212987	0.158285459	3.69105E-11	1.17351E-10
FBgn0052590	359.967384	145.9177661	1.287995114	0.194736083	3.73933E-11	1.18856E-10
FBgn0039874	150.1661138	361.6641662	-1.23039013	0.186173661	3.87368E-11	1.23095E-10
FBgn0053096	359.8488698	560.073802	-0.641738417	0.0971275	3.91722E-11	1.24446E-10
FBgn0041604	801.5672497	521.5476591	0.618674066	0.093650713	3.94346E-11	1.25248E-10
FBgn0019985	80.97489629	12.03941965	2.548846063	0.385907323	3.98017E-11	1.26382E-10
FBgn0038039	359.0490995	610.1577877	-0.751689421	0.11383988	4.02808E-11	1.2787E-10
FBgn0022382	79.92626218	179.6281411	-1.154414184	0.174849284	4.04722E-11	1.28445E-10
FBgn0243513	224.1679492	89.57328217	1.289783422	0.195398753	4.09011E-11	1.29773E-10
FBgn0039156	324.0772763	525.8818502	-0.691205195	0.104743243	4.13819E-11	1.31266E-10
FBgn0259916	338.7046544	138.2125375	1.271169397	0.192640368	4.14875E-11	1.31567E-10
FBgn0039767	1482.246813	1840.104899	-0.310486418	0.047056803	4.16405E-11	1.32019E-10
FBgn0036929	775.7367681	1883.928386	-1.245109581	0.18873221	4.18914E-11	1.3278E-10
FBgn0034858	1120.934589	705.0284145	0.663969558	0.100659037	4.21761E-11	1.33649E-10
FBgn0028424	687.303079	489.7635912	0.490128329	0.074308046	4.22688E-11	1.33909E-10
FBgn0036698	69.89030689	20.70780179	1.681056957	0.254867502	4.22948E-11	1.33957E-10
FBgn0030501	450.2909816	281.7224197	0.673842315	0.102191423	4.28356E-11	1.35635E-10
FBgn0262901	56.60776829	14.44730358	1.898074	0.288210363	4.52673E-11	1.43299E-10
FBgn0030522	314.1183312	188.7781001	0.731538397	0.111127868	4.61506E-11	1.46058E-10
FBgn0052580	19.50317072	115.5784286	-2.386759851	0.362791271	4.74009E-11	1.49976E-10
FBgn0046776	428.9512417	221.5253215	0.943306269	0.143494512	4.90424E-11	1.55131E-10
FBgn0031239	26.49990243	98.7232411	-1.812605242	0.275931162	5.06377E-11	1.60137E-10
FBgn0039291	313.0460263	175.2939501	0.840953838	0.12804865	5.11822E-11	1.61817E-10
FBgn0037000	53.42635975	147.8440733	-1.435845768	0.218647558	5.13591E-11	1.62336E-10
FBgn0035023	193.7520426	472.9084037	-1.262998947	0.192437173	5.26738E-11	1.66449E-10
FBgn0036279	534.0207315	359.2562823	0.574400835	0.087523586	5.28024E-11	1.66813E-10
FBgn0037138	879.8998087	1252.099643	-0.511099302	0.077934592	5.45143E-11	1.72177E-10
FBgn0032407	1748.999398	1018.534902	0.776512238	0.118408955	5.45765E-11	1.7233E-10
FBgn0032446	83.8837703	29.85776072	1.449511147	0.221124756	5.55772E-11	1.75445E-10
FBgn0027066	1515.583429	3393.67161	-1.132223237	0.172776851	5.63564E-11	1.7786E-10
FBgn0036058	1810.056404	2714.166765	-0.582556059	0.088922954	5.70594E-11	1.80033E-10
FBgn0037007	1547.498195	3394.634764	-1.105667595	0.168851646	5.82503E-11	1.83744E-10
FBgn0031566	225.5009532	372.2588555	-0.721203494	0.110162756	5.88189E-11	1.85491E-10
FBgn0063493	716.439321	444.0137966	0.68738073	0.105024614	5.95157E-11	1.87641E-10
FBgn0030850	513.6347824	848.0567199	-0.721791069	0.110298139	5.98946E-11	1.88788E-10
FBgn0040929	181.4114593	89.09170539	1.011637552	0.154616564	6.03454E-11	1.90161E-10
FBgn0031464	83.74158534	208.0411715	-1.288905072	0.197003087	6.04734E-11	1.90516E-10
FBgn0028980	192.5078841	388.1508894	-1.007133366	0.154000698	6.16022E-11	1.94023E-10
FBgn0020766	658.694073	358.2931287	0.86922312	0.132924335	6.18354E-11	1.94708E-10
FBgn0026309	632.6443962	375.629893	0.739583498	0.113180642	6.38051E-11	2.00859E-10
FBgn0263278	561.0123636	384.7798519	0.547534757	0.083792153	6.38482E-11	2.00944E-10
FBgn0036145	51.30542072	12.03941965	1.948784756	0.298346817	6.49214E-11	2.0427E-10
FBgn0264542	353.9777824	588.0052555	-0.731327056	0.111977748	6.53305E-11	2.05506E-10
FBgn0029174	2035.646203	3215.969776	-0.652617984	0.099957275	6.62238E-11	2.08263E-10
FBgn0005198	444.1473596	678.5416913	-0.611812759	0.093775034	6.83378E-11	2.14857E-10
